label,file,path,detected,handedness,score,notes
A,A_sample_1.jpg,../data/A/A_sample_1.jpg,True,Left,0.9874826073646545,
A,A_sample_101.jpg,../data/A/A_sample_101.jpg,True,Left,0.9871359467506409,
A,A_sample_103.jpg,../data/A/A_sample_103.jpg,True,Left,0.9991478323936462,
A,A_sample_104.jpg,../data/A/A_sample_104.jpg,True,Left,0.9965375065803528,
A,A_sample_107.jpg,../data/A/A_sample_107.jpg,True,Left,0.9371346235275269,
A,A_sample_109.jpg,../data/A/A_sample_109.jpg,True,Left,0.9943389892578125,
A,A_sample_110.jpg,../data/A/A_sample_110.jpg,True,Left,0.9939526319503784,
A,A_sample_111.jpg,../data/A/A_sample_111.jpg,True,Left,0.9949139952659607,
A,A_sample_112.jpg,../data/A/A_sample_112.jpg,True,Left,0.9889342784881592,
A,A_sample_113.jpg,../data/A/A_sample_113.jpg,True,Left,0.9917711019515991,
A,A_sample_114.jpg,../data/A/A_sample_114.jpg,True,Left,0.9918481111526489,
A,A_sample_116.jpg,../data/A/A_sample_116.jpg,True,Left,0.9982471466064453,
A,A_sample_117.jpg,../data/A/A_sample_117.jpg,True,Left,0.9823855757713318,
A,A_sample_118.jpg,../data/A/A_sample_118.jpg,True,Left,0.9978724718093872,
A,A_sample_119.jpg,../data/A/A_sample_119.jpg,True,Right,0.6889927387237549,
A,A_sample_120.jpg,../data/A/A_sample_120.jpg,True,Left,0.9772917032241821,
A,A_sample_121.jpg,../data/A/A_sample_121.jpg,True,Left,0.9894478917121887,
A,A_sample_122.jpg,../data/A/A_sample_122.jpg,True,Left,0.9726598262786865,
A,A_sample_123.jpg,../data/A/A_sample_123.jpg,True,Left,0.980872631072998,
A,A_sample_125.jpg,../data/A/A_sample_125.jpg,True,Left,0.9952879548072815,
A,A_sample_126.jpg,../data/A/A_sample_126.jpg,True,Left,0.998193085193634,
A,A_sample_129.jpg,../data/A/A_sample_129.jpg,True,Left,0.9974284768104553,
A,A_sample_13.jpg,../data/A/A_sample_13.jpg,True,Left,0.9917755722999573,
A,A_sample_131.jpg,../data/A/A_sample_131.jpg,True,Left,0.9893161654472351,
A,A_sample_132.jpg,../data/A/A_sample_132.jpg,True,Left,0.9859338998794556,
A,A_sample_133.jpg,../data/A/A_sample_133.jpg,True,Left,0.982089102268219,
A,A_sample_135.jpg,../data/A/A_sample_135.jpg,True,Left,0.9748929738998413,
A,A_sample_136.jpg,../data/A/A_sample_136.jpg,True,Left,0.9309291839599609,
A,A_sample_137.jpg,../data/A/A_sample_137.jpg,True,Left,0.9899597764015198,
A,A_sample_138.jpg,../data/A/A_sample_138.jpg,True,Left,0.9960311055183411,
A,A_sample_14.jpg,../data/A/A_sample_14.jpg,True,Left,0.9992327690124512,
A,A_sample_140.jpg,../data/A/A_sample_140.jpg,True,Left,0.9896261096000671,
A,A_sample_145.jpg,../data/A/A_sample_145.jpg,True,Left,0.9937622547149658,
A,A_sample_146.jpg,../data/A/A_sample_146.jpg,True,Left,0.9841823577880859,
A,A_sample_148.jpg,../data/A/A_sample_148.jpg,True,Left,0.992644190788269,
A,A_sample_149.jpg,../data/A/A_sample_149.jpg,True,Left,0.9847037196159363,
A,A_sample_150.jpg,../data/A/A_sample_150.jpg,True,Left,0.9847002625465393,
A,A_sample_151.jpg,../data/A/A_sample_151.jpg,True,Left,0.9927918910980225,
A,A_sample_154.jpg,../data/A/A_sample_154.jpg,True,Left,0.9930362701416016,
A,A_sample_155.jpg,../data/A/A_sample_155.jpg,True,Left,0.9851880073547363,
A,A_sample_156.jpg,../data/A/A_sample_156.jpg,True,Left,0.9952698349952698,
A,A_sample_157.jpg,../data/A/A_sample_157.jpg,True,Left,0.9943025708198547,
A,A_sample_159.jpg,../data/A/A_sample_159.jpg,True,Left,0.997643768787384,
A,A_sample_16.jpg,../data/A/A_sample_16.jpg,True,Left,0.9684337377548218,
A,A_sample_160.jpg,../data/A/A_sample_160.jpg,True,Left,0.9788929224014282,
A,A_sample_161.jpg,../data/A/A_sample_161.jpg,True,Right,0.9752858281135559,
A,A_sample_162.jpg,../data/A/A_sample_162.jpg,True,Left,0.9943947196006775,
A,A_sample_166.jpg,../data/A/A_sample_166.jpg,True,Left,0.9945098757743835,
A,A_sample_167.jpg,../data/A/A_sample_167.jpg,True,Left,0.9968456029891968,
A,A_sample_168.jpg,../data/A/A_sample_168.jpg,False,,,no_hand_detected
A,A_sample_17.jpg,../data/A/A_sample_17.jpg,True,Left,0.9960550665855408,
A,A_sample_170.jpg,../data/A/A_sample_170.jpg,True,Left,0.9646918177604675,
A,A_sample_171.jpg,../data/A/A_sample_171.jpg,True,Left,0.9982246160507202,
A,A_sample_172.jpg,../data/A/A_sample_172.jpg,True,Left,0.9983349442481995,
A,A_sample_173.jpg,../data/A/A_sample_173.jpg,True,Left,0.9862260222434998,
A,A_sample_175.jpg,../data/A/A_sample_175.jpg,True,Left,0.9810160398483276,
A,A_sample_178.jpg,../data/A/A_sample_178.jpg,True,Left,0.9962501525878906,
A,A_sample_179.jpg,../data/A/A_sample_179.jpg,True,Left,0.9876636266708374,
A,A_sample_18.jpg,../data/A/A_sample_18.jpg,True,Left,0.9973037838935852,
A,A_sample_181.jpg,../data/A/A_sample_181.jpg,True,Left,0.9951452016830444,
A,A_sample_184.jpg,../data/A/A_sample_184.jpg,True,Left,0.996997594833374,
A,A_sample_185.jpg,../data/A/A_sample_185.jpg,False,,,no_hand_detected
A,A_sample_186.jpg,../data/A/A_sample_186.jpg,True,Left,0.9987164735794067,
A,A_sample_187.jpg,../data/A/A_sample_187.jpg,True,Left,0.9667546153068542,
A,A_sample_188.jpg,../data/A/A_sample_188.jpg,True,Left,0.989730715751648,
A,A_sample_19.jpg,../data/A/A_sample_19.jpg,True,Left,0.9882715344429016,
A,A_sample_190.jpg,../data/A/A_sample_190.jpg,True,Left,0.9852473735809326,
A,A_sample_192.jpg,../data/A/A_sample_192.jpg,True,Left,0.9927182793617249,
A,A_sample_193.jpg,../data/A/A_sample_193.jpg,True,Left,0.9898321628570557,
A,A_sample_194.jpg,../data/A/A_sample_194.jpg,True,Left,0.9931467175483704,
A,A_sample_195.jpg,../data/A/A_sample_195.jpg,True,Left,0.9929465055465698,
A,A_sample_198.jpg,../data/A/A_sample_198.jpg,True,Left,0.9923919439315796,
A,A_sample_200.jpg,../data/A/A_sample_200.jpg,True,Left,0.9919761419296265,
A,A_sample_202.jpg,../data/A/A_sample_202.jpg,True,Left,0.9955733418464661,
A,A_sample_206.jpg,../data/A/A_sample_206.jpg,True,Left,0.9903225302696228,
A,A_sample_207.jpg,../data/A/A_sample_207.jpg,True,Left,0.9969658255577087,
A,A_sample_209.jpg,../data/A/A_sample_209.jpg,True,Left,0.9834847450256348,
A,A_sample_21.jpg,../data/A/A_sample_21.jpg,True,Left,0.9975014328956604,
A,A_sample_210.jpg,../data/A/A_sample_210.jpg,True,Left,0.9906507730484009,
A,A_sample_211.jpg,../data/A/A_sample_211.jpg,True,Left,0.9962882399559021,
A,A_sample_213.jpg,../data/A/A_sample_213.jpg,True,Left,0.9733725190162659,
A,A_sample_214.jpg,../data/A/A_sample_214.jpg,True,Left,0.9927781224250793,
A,A_sample_216.jpg,../data/A/A_sample_216.jpg,True,Left,0.9977298378944397,
A,A_sample_218.jpg,../data/A/A_sample_218.jpg,True,Left,0.9929323792457581,
A,A_sample_220.jpg,../data/A/A_sample_220.jpg,True,Left,0.9942079186439514,
A,A_sample_221.jpg,../data/A/A_sample_221.jpg,True,Left,0.999342143535614,
A,A_sample_222.jpg,../data/A/A_sample_222.jpg,True,Left,0.9947566390037537,
A,A_sample_224.jpg,../data/A/A_sample_224.jpg,True,Left,0.9993472695350647,
A,A_sample_226.jpg,../data/A/A_sample_226.jpg,False,,,no_hand_detected
A,A_sample_229.jpg,../data/A/A_sample_229.jpg,True,Left,0.9449442625045776,
A,A_sample_230.jpg,../data/A/A_sample_230.jpg,True,Left,0.9870021343231201,
A,A_sample_232.jpg,../data/A/A_sample_232.jpg,True,Left,0.9921550750732422,
A,A_sample_233.jpg,../data/A/A_sample_233.jpg,True,Left,0.9409907460212708,
A,A_sample_234.jpg,../data/A/A_sample_234.jpg,True,Left,0.9969378709793091,
A,A_sample_235.jpg,../data/A/A_sample_235.jpg,True,Left,0.998093843460083,
A,A_sample_236.jpg,../data/A/A_sample_236.jpg,True,Left,0.9962604641914368,
A,A_sample_238.jpg,../data/A/A_sample_238.jpg,True,Left,0.9950571656227112,
A,A_sample_24.jpg,../data/A/A_sample_24.jpg,True,Left,0.9798856973648071,
A,A_sample_240.jpg,../data/A/A_sample_240.jpg,True,Left,0.9988288283348083,
A,A_sample_241.jpg,../data/A/A_sample_241.jpg,True,Left,0.9940099120140076,
A,A_sample_242.jpg,../data/A/A_sample_242.jpg,True,Left,0.9976853132247925,
A,A_sample_243.jpg,../data/A/A_sample_243.jpg,True,Left,0.9980180859565735,
A,A_sample_244.jpg,../data/A/A_sample_244.jpg,True,Left,0.9914200901985168,
A,A_sample_246.jpg,../data/A/A_sample_246.jpg,True,Left,0.9955431818962097,
A,A_sample_247.jpg,../data/A/A_sample_247.jpg,True,Left,0.9945309162139893,
A,A_sample_248.jpg,../data/A/A_sample_248.jpg,True,Right,0.9840930700302124,
A,A_sample_249.jpg,../data/A/A_sample_249.jpg,True,Left,0.9945991635322571,
A,A_sample_251.jpg,../data/A/A_sample_251.jpg,True,Left,0.9887433052062988,
A,A_sample_252.jpg,../data/A/A_sample_252.jpg,True,Left,0.9899119734764099,
A,A_sample_253.jpg,../data/A/A_sample_253.jpg,True,Left,0.9842387437820435,
A,A_sample_254.jpg,../data/A/A_sample_254.jpg,True,Left,0.994887113571167,
A,A_sample_256.jpg,../data/A/A_sample_256.jpg,True,Left,0.996610164642334,
A,A_sample_259.jpg,../data/A/A_sample_259.jpg,True,Left,0.9830004572868347,
A,A_sample_26.jpg,../data/A/A_sample_26.jpg,True,Left,0.9945226907730103,
A,A_sample_260.jpg,../data/A/A_sample_260.jpg,True,Left,0.9982465505599976,
A,A_sample_262.jpg,../data/A/A_sample_262.jpg,True,Left,0.9949435591697693,
A,A_sample_263.jpg,../data/A/A_sample_263.jpg,True,Left,0.9986908435821533,
A,A_sample_264.jpg,../data/A/A_sample_264.jpg,True,Left,0.9629649519920349,
A,A_sample_266.jpg,../data/A/A_sample_266.jpg,True,Left,0.9866791367530823,
A,A_sample_267.jpg,../data/A/A_sample_267.jpg,True,Left,0.9537656307220459,
A,A_sample_269.jpg,../data/A/A_sample_269.jpg,True,Left,0.9992039799690247,
A,A_sample_270.jpg,../data/A/A_sample_270.jpg,True,Left,0.9943679571151733,
A,A_sample_271.jpg,../data/A/A_sample_271.jpg,False,,,no_hand_detected
A,A_sample_272.jpg,../data/A/A_sample_272.jpg,True,Left,0.9972779154777527,
A,A_sample_273.jpg,../data/A/A_sample_273.jpg,False,,,no_hand_detected
A,A_sample_275.jpg,../data/A/A_sample_275.jpg,True,Left,0.9992327690124512,
A,A_sample_277.jpg,../data/A/A_sample_277.jpg,True,Right,0.977492094039917,
A,A_sample_278.jpg,../data/A/A_sample_278.jpg,True,Left,0.9973478317260742,
A,A_sample_28.jpg,../data/A/A_sample_28.jpg,True,Left,0.9963175058364868,
A,A_sample_280.jpg,../data/A/A_sample_280.jpg,True,Left,0.9987795352935791,
A,A_sample_281.jpg,../data/A/A_sample_281.jpg,False,,,no_hand_detected
A,A_sample_282.jpg,../data/A/A_sample_282.jpg,True,Left,0.9822751879692078,
A,A_sample_283.jpg,../data/A/A_sample_283.jpg,True,Left,0.9945158362388611,
A,A_sample_284.jpg,../data/A/A_sample_284.jpg,True,Left,0.9901965856552124,
A,A_sample_286.jpg,../data/A/A_sample_286.jpg,True,Left,0.9993399381637573,
A,A_sample_288.jpg,../data/A/A_sample_288.jpg,True,Left,0.9976174235343933,
A,A_sample_290.jpg,../data/A/A_sample_290.jpg,True,Left,0.9920617938041687,
A,A_sample_294.jpg,../data/A/A_sample_294.jpg,True,Left,0.9941782355308533,
A,A_sample_295.jpg,../data/A/A_sample_295.jpg,True,Left,0.9835870265960693,
A,A_sample_297.jpg,../data/A/A_sample_297.jpg,False,,,no_hand_detected
A,A_sample_30.jpg,../data/A/A_sample_30.jpg,True,Left,0.986463189125061,
A,A_sample_301.jpg,../data/A/A_sample_301.jpg,True,Left,0.9760358333587646,
A,A_sample_303.jpg,../data/A/A_sample_303.jpg,True,Left,0.9908013939857483,
A,A_sample_305.jpg,../data/A/A_sample_305.jpg,True,Left,0.9935413599014282,
A,A_sample_307.jpg,../data/A/A_sample_307.jpg,True,Left,0.9911296367645264,
A,A_sample_308.jpg,../data/A/A_sample_308.jpg,True,Left,0.9963789582252502,
A,A_sample_309.jpg,../data/A/A_sample_309.jpg,True,Left,0.9937227368354797,
A,A_sample_31.jpg,../data/A/A_sample_31.jpg,True,Left,0.9985132813453674,
A,A_sample_310.jpg,../data/A/A_sample_310.jpg,True,Left,0.9896518588066101,
A,A_sample_312.jpg,../data/A/A_sample_312.jpg,True,Left,0.9917765855789185,
A,A_sample_313.jpg,../data/A/A_sample_313.jpg,True,Left,0.9973569512367249,
A,A_sample_314.jpg,../data/A/A_sample_314.jpg,True,Left,0.9979562163352966,
A,A_sample_315.jpg,../data/A/A_sample_315.jpg,True,Left,0.9806894063949585,
A,A_sample_316.jpg,../data/A/A_sample_316.jpg,True,Left,0.9715599417686462,
A,A_sample_318.jpg,../data/A/A_sample_318.jpg,False,,,no_hand_detected
A,A_sample_319.jpg,../data/A/A_sample_319.jpg,True,Left,0.9964126348495483,
A,A_sample_32.jpg,../data/A/A_sample_32.jpg,True,Left,0.9927453994750977,
A,A_sample_321.jpg,../data/A/A_sample_321.jpg,True,Left,0.9855673313140869,
A,A_sample_322.jpg,../data/A/A_sample_322.jpg,True,Left,0.9970737099647522,
A,A_sample_324.jpg,../data/A/A_sample_324.jpg,True,Left,0.9970471858978271,
A,A_sample_325.jpg,../data/A/A_sample_325.jpg,True,Left,0.9968852400779724,
A,A_sample_326.jpg,../data/A/A_sample_326.jpg,True,Left,0.9989711046218872,
A,A_sample_33.jpg,../data/A/A_sample_33.jpg,True,Left,0.9900859594345093,
A,A_sample_331.jpg,../data/A/A_sample_331.jpg,True,Left,0.9834890365600586,
A,A_sample_332.jpg,../data/A/A_sample_332.jpg,True,Left,0.9893100261688232,
A,A_sample_333.jpg,../data/A/A_sample_333.jpg,True,Left,0.985713541507721,
A,A_sample_335.jpg,../data/A/A_sample_335.jpg,True,Left,0.9923223853111267,
A,A_sample_337.jpg,../data/A/A_sample_337.jpg,True,Left,0.9958491325378418,
A,A_sample_338.jpg,../data/A/A_sample_338.jpg,True,Left,0.9978818297386169,
A,A_sample_339.jpg,../data/A/A_sample_339.jpg,True,Left,0.9936251044273376,
A,A_sample_34.jpg,../data/A/A_sample_34.jpg,True,Left,0.9967678189277649,
A,A_sample_340.jpg,../data/A/A_sample_340.jpg,True,Left,0.9863059520721436,
A,A_sample_342.jpg,../data/A/A_sample_342.jpg,True,Left,0.9956598281860352,
A,A_sample_343.jpg,../data/A/A_sample_343.jpg,True,Left,0.9974690675735474,
A,A_sample_344.jpg,../data/A/A_sample_344.jpg,True,Left,0.9964843988418579,
A,A_sample_345.jpg,../data/A/A_sample_345.jpg,True,Left,0.9976599216461182,
A,A_sample_346.jpg,../data/A/A_sample_346.jpg,True,Left,0.9990999698638916,
A,A_sample_347.jpg,../data/A/A_sample_347.jpg,True,Left,0.9798158407211304,
A,A_sample_348.jpg,../data/A/A_sample_348.jpg,True,Left,0.9913167357444763,
A,A_sample_349.jpg,../data/A/A_sample_349.jpg,True,Left,0.9909276962280273,
A,A_sample_35.jpg,../data/A/A_sample_35.jpg,True,Left,0.99709552526474,
A,A_sample_350.jpg,../data/A/A_sample_350.jpg,True,Left,0.9985513687133789,
A,A_sample_351.jpg,../data/A/A_sample_351.jpg,True,Left,0.9988498091697693,
A,A_sample_353.jpg,../data/A/A_sample_353.jpg,True,Left,0.9974884986877441,
A,A_sample_356.jpg,../data/A/A_sample_356.jpg,True,Left,0.9942802786827087,
A,A_sample_357.jpg,../data/A/A_sample_357.jpg,True,Left,0.9924831986427307,
A,A_sample_359.jpg,../data/A/A_sample_359.jpg,True,Left,0.9890021085739136,
A,A_sample_36.jpg,../data/A/A_sample_36.jpg,True,Left,0.9878491163253784,
A,A_sample_360.jpg,../data/A/A_sample_360.jpg,True,Left,0.9762604236602783,
A,A_sample_361.jpg,../data/A/A_sample_361.jpg,True,Left,0.9985661506652832,
A,A_sample_362.jpg,../data/A/A_sample_362.jpg,True,Left,0.9915005564689636,
A,A_sample_363.jpg,../data/A/A_sample_363.jpg,True,Left,0.9891526103019714,
A,A_sample_365.jpg,../data/A/A_sample_365.jpg,True,Left,0.9985347986221313,
A,A_sample_369.jpg,../data/A/A_sample_369.jpg,True,Left,0.9809679388999939,
A,A_sample_37.jpg,../data/A/A_sample_37.jpg,True,Left,0.9981364011764526,
A,A_sample_370.jpg,../data/A/A_sample_370.jpg,True,Left,0.9957279562950134,
A,A_sample_371.jpg,../data/A/A_sample_371.jpg,True,Right,0.9717044234275818,
A,A_sample_373.jpg,../data/A/A_sample_373.jpg,True,Left,0.9885954856872559,
A,A_sample_375.jpg,../data/A/A_sample_375.jpg,True,Left,0.9690199494361877,
A,A_sample_376.jpg,../data/A/A_sample_376.jpg,True,Left,0.9937105774879456,
A,A_sample_381.jpg,../data/A/A_sample_381.jpg,True,Left,0.9896010756492615,
A,A_sample_382.jpg,../data/A/A_sample_382.jpg,True,Left,0.9979598522186279,
A,A_sample_383.jpg,../data/A/A_sample_383.jpg,True,Left,0.9969145655632019,
A,A_sample_384.jpg,../data/A/A_sample_384.jpg,True,Left,0.9991723895072937,
A,A_sample_386.jpg,../data/A/A_sample_386.jpg,True,Left,0.9881466031074524,
A,A_sample_388.jpg,../data/A/A_sample_388.jpg,True,Left,0.9890925884246826,
A,A_sample_389.jpg,../data/A/A_sample_389.jpg,True,Left,0.9920212030410767,
A,A_sample_390.jpg,../data/A/A_sample_390.jpg,True,Left,0.9955685138702393,
A,A_sample_393.jpg,../data/A/A_sample_393.jpg,True,Left,0.9971733689308167,
A,A_sample_394.jpg,../data/A/A_sample_394.jpg,False,,,no_hand_detected
A,A_sample_396.jpg,../data/A/A_sample_396.jpg,True,Left,0.9985007643699646,
A,A_sample_397.jpg,../data/A/A_sample_397.jpg,True,Left,0.9958981871604919,
A,A_sample_398.jpg,../data/A/A_sample_398.jpg,True,Left,0.9956839084625244,
