label,file,path,detected,handedness,score,notes
C,C_sample_10.jpg,../data/C/C_sample_10.jpg,True,Left,0.9951835870742798,
C,C_sample_102.jpg,../data/C/C_sample_102.jpg,True,Left,0.9959367513656616,
C,C_sample_103.jpg,../data/C/C_sample_103.jpg,True,Left,0.9728266596794128,
C,C_sample_105.jpg,../data/C/C_sample_105.jpg,True,Left,0.8626449108123779,
C,C_sample_109.jpg,../data/C/C_sample_109.jpg,True,Left,0.9815973043441772,
C,C_sample_11.jpg,../data/C/C_sample_11.jpg,True,Left,0.9867820143699646,
C,C_sample_112.jpg,../data/C/C_sample_112.jpg,True,Left,0.9957529902458191,
C,C_sample_114.jpg,../data/C/C_sample_114.jpg,True,Left,0.9686645269393921,
C,C_sample_115.jpg,../data/C/C_sample_115.jpg,False,,,no_hand_detected
C,C_sample_119.jpg,../data/C/C_sample_119.jpg,True,Left,0.9910056591033936,
C,C_sample_12.jpg,../data/C/C_sample_12.jpg,True,Left,0.986762285232544,
C,C_sample_121.jpg,../data/C/C_sample_121.jpg,True,Left,0.9962778091430664,
C,C_sample_122.jpg,../data/C/C_sample_122.jpg,True,Left,0.9827425479888916,
C,C_sample_123.jpg,../data/C/C_sample_123.jpg,True,Right,0.97591233253479,
C,C_sample_124.jpg,../data/C/C_sample_124.jpg,False,,,no_hand_detected
C,C_sample_126.jpg,../data/C/C_sample_126.jpg,True,Left,0.993652880191803,
C,C_sample_127.jpg,../data/C/C_sample_127.jpg,True,Left,0.6013361811637878,
C,C_sample_130.jpg,../data/C/C_sample_130.jpg,True,Left,0.9849480390548706,
C,C_sample_131.jpg,../data/C/C_sample_131.jpg,True,Left,0.9856612086296082,
C,C_sample_132.jpg,../data/C/C_sample_132.jpg,True,Left,0.9925575852394104,
C,C_sample_133.jpg,../data/C/C_sample_133.jpg,True,Left,0.9966375827789307,
C,C_sample_134.jpg,../data/C/C_sample_134.jpg,True,Left,0.9929659366607666,
C,C_sample_135.jpg,../data/C/C_sample_135.jpg,True,Left,0.9874873757362366,
C,C_sample_137.jpg,../data/C/C_sample_137.jpg,True,Left,0.9929880499839783,
C,C_sample_138.jpg,../data/C/C_sample_138.jpg,True,Left,0.9607964754104614,
